Token,Image URL
"src=""https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#""",https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
"alt=""The Fraudster """,https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
"layout=""responsive""",https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
"height=""360""",https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
"width=""640""",https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
"class=""['lazyload']""",https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
"data-srcset=""https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg 1x, https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/1280x720/4d317d3d068d1ff1bf7383ca3b78ff7c/gettyimages-1217047424.jpg 2x""",https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
"srcset=""data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20640%20360'%2F%3E""",https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
</img>,https://assets2.cbsnewsstatic.com/hub/i/r/2023/03/01/3a661048-72de-4fef-863f-719d5dc37e1b/thumbnail/640x360/2f9df76ac143c56092d47ee1478fcd74/gettyimages-1217047424.jpg#
<img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"src=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"alt=""Fed Chair Jerome Powell Speaks At The Economic Club Of Washington D.C. """,https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"layout=""responsive""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"height=""360""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"width=""640""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"class=""['lazyload']""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"data-srcset=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg 1x, https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/1280x720/b1e38467984fcd19e0249ad9c8146c4b/powell-gettyimages-1246870703.jpg 2x""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
"srcset=""data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20640%20360'%2F%3E""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
</img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/02/28/1dbeeda5-576b-460e-820a-b66da7e9bf29/thumbnail/640x360/400a07afb177e6604a4d2522cef61fc7/powell-gettyimages-1246870703.jpg#
<img>,https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"src=""https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#""",https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"alt=""ap_19063522642728.jpg """,https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"layout=""responsive""",https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"height=""360""",https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"width=""640""",https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"class=""['lazyload']""",https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"data-srcset=""https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg 1x, https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/1280x720/ba696f31f46b77e14c9f43ab1e2bf701/ap_19063522642728.jpg 2x""",https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
"srcset=""data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20640%20360'%2F%3E""",https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
</img>,https://assets2.cbsnewsstatic.com/hub/i/r/2019/03/04/981d9067-20a4-4c3b-ac4d-33fcafeb6878/thumbnail/640x360/b2a383a645c055d0c292e6749d47bc0d/ap_19063522642728.jpg#
<img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"src=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"alt=""cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg """,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"layout=""responsive""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"height=""360""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"width=""640""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"class=""['lazyload']""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"data-srcset=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg 1x, https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/1280x720/d9a643edd3c7696eed0330f670804499/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg 2x""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
"srcset=""data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20640%20360'%2F%3E""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
</img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/71f18e84-c3b8-4d14-8277-a0630200fac1/thumbnail/640x360/7f54e0f74004b77fa630299695673dd9/cbsn-fusion-pennsylvania-man-charged-with-attempting-to-bring-explosive-onto-orlando-bound-flight-thumbnail-1758962-640x360.jpg#
<img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"src=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"alt=""cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg """,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"layout=""responsive""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"height=""360""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"width=""640""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"class=""['lazyload']""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"data-srcset=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg 1x, https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/1280x720/620cf4b5568b74e0902bb2bafae112ae/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg 2x""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
"srcset=""data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20640%20360'%2F%3E""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
</img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/cf70d640-9e6d-4803-a116-350bb31eb568/thumbnail/640x360/419964da28dd18d26c5474863ac0d356/cbsn-fusion-rescue-and-recovery-efforts-continue-after-greece-train-collision-kills-dozens-thumbnail-1759038-640x360.jpg#
<img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"src=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"alt=""cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg """,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"layout=""responsive""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"height=""360""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"width=""640""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"class=""['lazyload']""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"data-srcset=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg 1x, https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/1280x720/8d726a5f3d9094f8acaadc69456bde76/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg 2x""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
"srcset=""data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20640%20360'%2F%3E""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
</img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/02/39c457bd-b66e-4def-b1a0-ba1c9352d17a/thumbnail/640x360/4e74c926253b26a817923afdc37aafef/cbsn-fusion-latest-california-storm-strands-residents-leaves-thousands-without-power-thumbnail-1758976-640x360.jpg#
<img>,https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"src=""https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#""",https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"alt=""cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg """,https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"layout=""responsive""",https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"height=""360""",https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"width=""640""",https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"class=""['lazyload']""",https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"data-srcset=""https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg 1x, https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/1280x720/11ad51b727481db5678e4a2981a7bfac/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg 2x""",https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
"srcset=""data:image/svg+xml,%3Csvg%20xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg'%20viewBox%3D'0%200%20640%20360'%2F%3E""",https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
</img>,https://assets3.cbsnewsstatic.com/hub/i/r/2023/03/02/37109d39-5714-4088-af0a-cc590b11620c/thumbnail/640x360/b6a2632bb7eccec83a311b815c7b3a27/cbsn-fusion-millions-of-americans-nearing-retirement-without-savings-thumbnail-1759106-640x360.jpg#
<img>,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/01/8d46342c-ab64-4e7d-b711-08461bda9a89/thumbnail/640x360/9095bc0df8e7022a4e2eaf5464820e59/0301-cbsm-whmbooks-qna-1757158-640x360.jpg#
"src=""https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/01/8d46342c-ab64-4e7d-b711-08461bda9a89/thumbnail/640x360/9095bc0df8e7022a4e2eaf5464820e59/0301-cbsm-whmbooks-qna-1757158-640x360.jpg#""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/01/8d46342c-ab64-4e7d-b711-08461bda9a89/thumbnail/640x360/9095bc0df8e7022a4e2eaf5464820e59/0301-cbsm-whmbooks-qna-1757158-640x360.jpg#
"alt=""0301-cbsm-whmbooks-qna-1757158-640x360.jpg """,https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/01/8d46342c-ab64-4e7d-b711-08461bda9a89/thumbnail/640x360/9095bc0df8e7022a4e2eaf5464820e59/0301-cbsm-whmbooks-qna-1757158-640x360.jpg#
"layout=""responsive""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/01/8d46342c-ab64-4e7d-b711-08461bda9a89/thumbnail/640x360/9095bc0df8e7022a4e2eaf5464820e59/0301-cbsm-whmbooks-qna-1757158-640x360.jpg#
"height=""360""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/01/8d46342c-ab64-4e7d-b711-08461bda9a89/thumbnail/640x360/9095bc0df8e7022a4e2eaf5464820e59/0301-cbsm-whmbooks-qna-1757158-640x360.jpg#
"width=""640""",https://assets1.cbsnewsstatic.com/hub/i/r/2023/03/01/8d46342c-ab64-4e7d-b711-08461bda9a89/thumbnail/640x360/9095bc0df8e7022a4e2eaf5464820e59/0301-cbsm-whmbooks-qna-1757158-640x360.jpg#
